index,Site EPA ID,Site Name,City,County,State,Zip Code,EPA Region,Date Type,Date,Site Score,Federal Facility Indicator,EPA ID,NPL Status,Superfund Alternative Approach Agreement?,Site URL
1152,TXD050299577,Hart Creosoting Company,Jasper,JASPER,Texas,75951,6,Listing Date,7/22/1999,48.0,No,TXD050299577,Final,No,www.epa.gov/superfund/hart-creosoting
1153,TXD980514996,Highlands Acid Pit,Highlands,HARRIS,Texas,77562,6,Listing Date,9/8/1983,37.77,No,TXD980514996,Final,No,www.epa.gov/superfund/highlands-acid-pit
1154,TXN000606716,Highway 18 Ground Water,Kermit,WINKLER,Texas,79745,6,Listing Date,8/3/2017,50.0,No,TXN000606716,Final,No,www.epa.gov/superfund/hwy18
1155,TXD008096240,Jasper Creosoting Company Inc.,Jasper,JASPER,Texas,75951,6,Listing Date,7/28/1998,50.0,No,TXD008096240,Final,No,www.epa.gov/superfund/jasper-creosoting-company
1156,TXN000605460,Jones Road Ground Water Plume,Houston,HARRIS,Texas,77070,6,Listing Date,9/29/2003,46.5,No,TXN000605460,Final,No,www.epa.gov/superfund/jones-road
1157,TXD980623904,"Koppers Co., Inc. (Texarkana Plant)",Texarkana,BOWIE,Texas,75501,6,Listing Date,6/10/1986,31.31,No,TXD980623904,Final,No,www.epa.gov/superfund/koppers-co
1158,TXN000605240,"Lane Plating Works, Inc.",Dallas,DALLAS,Texas,75241,6,Listing Date,5/17/2018,50.0,No,TXN000605240,Final,No,www.epa.gov/superfund/lane-plating-works
1159,TX7213821831,Lone Star Army Ammunition Plant,Texarkana,BOWIE,Texas,75501,6,Listing Date,7/22/1987,31.85,Yes,TX7213821831,Final,No,www.epa.gov/superfund/lone-star-aap
1160,TX6213820529,Longhorn Army Ammunition Plant,Karnack,HARRISON,Texas,75670,6,Listing Date,8/30/1990,39.83,Yes,TX6213820529,Final,No,www.epa.gov/superfund/longhorn-army-ammo-plant
1161,TXN000607441,Main Street Ground Water Plume,Burnet,BURNET,Texas,78611,6,Listing Date,9/30/2015,50.0,No,TXN000607441,Final,No,www.epa.gov/superfund/main-street-gw-plume
1162,TXD980864789,"Malone Service Company, Inc.",Texas City,GALVESTON,Texas,77590,6,Listing Date,6/14/2001,50.0,No,TXD980864789,Final,No,www.epa.gov/superfund/malone
1163,TXD008083404,"Many Diversified Interests, Inc.",Houston,HARRIS,Texas,77020,6,Listing Date,1/19/1999,32.07,No,TXD008083404,Final,No,www.epa.gov/superfund/mdi
1164,TXN000606668,Midessa Ground Water Plume,Odessa,MIDLAND,Texas,79706,6,Listing Date,3/19/2008,50.0,No,TXN000606668,Final,No,www.epa.gov/superfund/midessa
1165,TXD980629851,"Motco, Inc.",La Marque,GALVESTON,Texas,77590,6,Listing Date,9/8/1983,,No,TXD980629851,Final,No,www.epa.gov/superfund/motco
1166,TXD980873343,North Cavalcade Street,Houston,HARRIS,Texas,77070,6,Listing Date,6/10/1986,37.08,No,TXD980873343,Final,No,www.epa.gov/superfund/north-cavalcade
1167,TXN000606760,North East 2nd Street (formerly Attebury Grain Storage Facility),Happy,SWISHER,Texas,79042,6,Listing Date,4/9/2009,32.33,No,TXN000606760,Final,No,www.epa.gov/superfund/north-east-2nd-street
1168,TXD980867279,Odessa Chromium #1,Odessa,ECTOR,Texas,79762,6,Listing Date,6/10/1986,42.24,No,TXD980867279,Final,No,www.epa.gov/superfund/odessa-chromium-1
1169,TX4890110527,Pantex Plant (USDOE),Pantex Village,CARSON,Texas,79111,6,Listing Date,5/31/1994,51.22,Yes,TX4890110527,Final,No,www.epa.gov/superfund/pantex-plant
1170,TX0000605329,Patrick Bayou,Deer Park,HARRIS,Texas,77536,6,Listing Date,9/5/2002,47.83,No,TX0000605329,Final,No,www.epa.gov/superfund/patrick-bayou
1171,TXD980873350,"Petro-Chemical Systems, Inc. (Turtle Bayou)",Liberty County,LIBERTY,Texas,77575,6,Listing Date,6/10/1986,29.94,No,TXD980873350,Final,No,www.epa.gov/superfund/petro-chem
1172,TXN000606915,River City Metal Finishing,San Antonio,BEXAR,Texas,78253,6,Listing Date,5/17/2018,50.0,No,TXN000606915,Final,No,www.epa.gov/superfund/river-city-metal-finishing
1173,TXD066379645,Rockwool Industries Inc.,Bell County,BELL,Texas,76903,6,Listing Date,9/29/1998,48.0,No,TXD066379645,Final,No,www.epa.gov/superfund/rockwool
1174,TXD079348397,RSR Corp.,Dallas,DALLAS,Texas,75115,6,Listing Date,9/29/1995,50.0,No,TXD079348397,Final,No,www.epa.gov/superfund/rsr-corporation
1175,TXN000606611,San Jacinto River Waste Pits,Channelview,HARRIS,Texas,77530,6,Listing Date,3/19/2008,50.0,No,TXN000606611,Final,No,www.epa.gov/superfund/san-jacinto-river
1176,TXN000605649,Sandy Beach Road Ground Water Plume,Azle,TARRANT,Texas,76020,6,Listing Date,9/14/2005,50.0,No,TXN000605649,Final,No,www.epa.gov/superfund/sandy-beach
1177,TXD062132147,Sheridan Disposal Services,Hempstead,WALLER,Texas,77445,6,Listing Date,3/31/1989,30.16,No,TXD062132147,Final,No,www.epa.gov/superfund/sheridan
1178,TXD980513956,Sikes Disposal Pits,Crosby,HARRIS,Texas,77532,6,Listing Date,9/8/1983,61.62,No,TXD980513956,Final,No,www.epa.gov/superfund/sikes
1179,TXD980873327,Sol Lynn/Industrial Transformers,Houston,HARRIS,Texas,77054,6,Listing Date,3/31/1989,39.65,No,TXD980873327,Final,No,www.epa.gov/superfund/sol-lynn
1180,TXD980810386,South Cavalcade Street,Houston,HARRIS,Texas,77020,6,Listing Date,6/10/1986,38.69,No,TXD980810386,Final,No,www.epa.gov/superfund/south-cavalcade
1181,TX0001407444,Sprague Road Ground Water Plume,Odessa,ECTOR,Texas,79764,6,Listing Date,9/25/1997,43.21,No,TX0001407444,Final,No,www.epa.gov/superfund/sprauge-road
1182,TX0001414341,Star Lake Canal,Port Neches,JEFFERSON,Texas,77651,6,Listing Date,7/27/2000,50.0,No,TX0001414341,Final,No,www.epa.gov/superfund/star-lake-canal
1183,TXSFN0605177,State Road 114 Ground Water Plume,Levelland,HOCKLEY,Texas,79336,6,Listing Date,10/22/1999,42.41,No,TXSFN0605177,Final,No,www.epa.gov/superfund/state-road-114
1184,TXD062113329,Tex-Tin Corp.,Texas City,GALVESTON,Texas,77568,6,Listing Date,9/18/1998,50.0,No,TXD062113329,Final,No,www.epa.gov/superfund/tex-tin
1185,TXD008056152,Texarkana Wood Preserving Co.,Texarkana,BOWIE,Texas,75501,6,Listing Date,6/10/1986,40.19,No,TXD008056152,Final,No,www.epa.gov/superfund/texarkana-wood
1186,TXD980745574,United Creosoting Co.,Conroe,MONTGOMERY,Texas,77301,6,Listing Date,9/21/1984,37.29,No,TXD980745574,Final,No,www.epa.gov/superfund/united-creosoting
1187,TXN000607093,US Oil Recovery,Pasadena,HARRIS,Texas,77506,6,Listing Date,9/18/2012,50.0,No,TXN000607093,Final,No,www.epa.gov/superfund/us-oil-recovery
1188,TXD007357932,Van der Horst USA Corporation,Terrell,KAUFMAN,Texas,75160,6,Listing Date,3/4/2010,48.0,No,TXD007357932,Final,No,www.epa.gov/superfund/van-der-horst
1189,TXN000606992,West County Road 112 Ground Water,Midland,MIDLAND,Texas,79706,6,Listing Date,3/10/2011,50.0,No,TXN000606992,Final,No,www.epa.gov/superfund/west-county-road-112
1190,UTD981548985,700 South 1600 East PCE Plume,Salt Lake City,SALT LAKE,Utah,84102,8,Listing Date,5/24/2013,50.0,Yes,UTD981548985,Final,No,www.epa.gov/superfund/700-south
1191,UT0001119296,Bountiful/Woods Cross 5th South PCE Plume,"Bountiful, Woods Cross",DAVIS,Utah,84010,8,Listing Date,9/13/2001,50.0,No,UT0001119296,Final,No,www.epa.gov/superfund/bountiful-woods-cross
1192,UT0002240158,Eureka Mills,Eureka,JUAB,Utah,84628,8,Listing Date,9/5/2002,50.0,No,UT0002240158,Final,No,www.epa.gov/superfund/eureka-mills
1193,UTN000802654,Five Points PCE Plume,Woods Cross,DAVIS,Utah,84010,8,Listing Date,9/19/2007,50.0,No,UTN000802654,Final,No,www.epa.gov/superfund/five-points
1194,UT0571724350,Hill Air Force Base,Ogden,[blank county],Utah,84056,8,Listing Date,7/22/1987,49.94,Yes,UT0571724350,Final,No,www.epa.gov/superfund/hill-air-force-base
1195,UT0001277359,Intermountain Waste Oil Refinery,Bountiful,DAVIS,Utah,84010,8,Listing Date,5/11/2000,50.0,No,UT0001277359,Final,No,www.epa.gov/superfund/intermountain-waste
1196,UT0002391472,Jacobs Smelter,Stockton,TOOELE,Utah,84071,8,Listing Date,2/4/2000,50.0,No,UT0002391472,Final,No,www.epa.gov/superfund/jacobs-smelter
1197,UT3890090035,Monticello Mill Tailings (USDOE),Monticello,SAN JUAN,Utah,84535,8,Listing Date,11/21/1989,35.86,Yes,UT3890090035,Final,No,www.epa.gov/superfund/monticello-mill-tailings
1198,UT9210020922,Ogden Defense Depot (DLA),Ogden,WEBER,Utah,84407,8,Listing Date,7/22/1987,45.1,Yes,UT9210020922,Final,No,www.epa.gov/superfund/ogden-defense-depot
1199,UTD980718670,Portland Cement (Kiln Dust 2 & 3),Salt Lake City,SALT LAKE,Utah,84116,8,Listing Date,6/10/1986,54.4,No,UTD980718670,Final,No,www.epa.gov/superfund/portland-cement
1200,UT3213820894,Tooele Army Depot (North Area),Tooele,TOOELE,Utah,84074,8,Listing Date,8/30/1990,53.95,Yes,UT3213820894,Final,No,www.epa.gov/superfund/tooele-army-depot
1201,UTN000802704,U.S. Magnesium,Tooele County,TOOELE,Utah,84029,8,Listing Date,11/4/2009,59.18,No,UTN000802704,Final,No,www.epa.gov/superfund/us-magnesium
1202,UTD980667240,Utah Power & Light/American Barrel Co.,Salt Lake City,SALT LAKE,Utah,84104,8,Listing Date,10/4/1989,37.93,No,UTD980667240,Final,No,www.epa.gov/superfund/utah-power
1203,UTD000716399,Wasatch Chemical Co. (Lot 6),Salt Lake City,SALT LAKE,Utah,84104,8,Listing Date,2/11/1991,49.91,No,UTD000716399,Final,No,www.epa.gov/superfund/wasatch-chemical
1204,VTD981064223,Bennington Municipal Sanitary Landfill,Bennington,BENNINGTON,Vermont,05201,1,Listing Date,3/31/1989,49.07,No,VTD981064223,Final,No,www.epa.gov/superfund/bennington
1205,VTD980520092,BFI Sanitary Landfill (Rockingham),Rockingham,WINDHAM,Vermont,05101,1,Listing Date,10/4/1989,41.92,No,VTD980520092,Final,No,www.epa.gov/superfund/bfi
1206,VTD003965415,Burgess Brothers Landfill,Woodford,BENNINGTON,Vermont,05201,1,Listing Date,3/31/1989,52.58,No,VTD003965415,Final,No,www.epa.gov/superfund/burgess
1207,VTD098352545,Commerce Street Plume,Williston,CHITTENDEN,Vermont,05495,1,Listing Date,4/27/2005,48.48,No,VTD098352545,Final,No,www.epa.gov/superfund/commercestreet
1208,VTD988366621,Elizabeth Mine,Strafford,ORANGE,Vermont,05070,1,Listing Date,6/14/2001,50.0,No,VTD988366621,Final,No,www.epa.gov/superfund/elizmine
1209,VTD988366571,Ely Copper Mine,Vershire,ORANGE,Vermont,05079,1,Listing Date,9/13/2001,50.0,No,VTD988366571,Final,No,www.epa.gov/superfund/ely
1210,VTD048141741,"Jard Company, Inc.",Bennington,BENNINGTON,Vermont,05201,1,Listing Date,9/22/2014,58.31,No,VTD048141741,Final,No,www.epa.gov/superfund/jard
1211,VTD000860239,Old Springfield Landfill,Springfield,WINDSOR,Vermont,05156,1,Listing Date,9/8/1983,34.79,No,VTD000860239,Final,No,www.epa.gov/superfund/oldspringfield
1212,VTD981062441,Parker Sanitary Landfill,Lyndon,CALEDONIA,Vermont,05849,1,Listing Date,2/21/1990,52.29,No,VTD981062441,Final,No,www.epa.gov/superfund/parker
1213,VTD988366720,Pike Hill Copper Mine,Corinth,ORANGE,Vermont,05039,1,Listing Date,7/22/2004,50.0,No,VTD988366720,Final,No,www.epa.gov/superfund/pikehill
1214,VTD980523062,Pine Street Canal,Burlington,CHITTENDEN,Vermont,05401,1,Listing Date,9/8/1983,,No,VTD980523062,Final,No,www.epa.gov/superfund/pinestreet
1215,VTD069910354,Pownal Tannery,Pownal,BENNINGTON,Vermont,05261,1,Listing Date,1/19/1999,50.0,No,VTD069910354,Final,No,www.epa.gov/superfund/pownal
1216,VID982272569,Tutu Wellfield,Tutu,ST. THOMAS,Virgin Islands of the U.S.,00801,2,Listing Date,9/29/1995,50.0,No,VID982272569,Final,No,www.epa.gov/superfund/tutu-wellfield
1217,VAD980551683,Abex Corp.,Portsmouth,PORTSMOUTH CITY,Virginia,23704,3,Listing Date,8/30/1990,36.53,No,VAD980551683,Final,No,www.epa.gov/superfund/abex
1218,VAD042916361,"Arrowhead Associates, Inc./Scovill Corp.",Montross,WESTMORELAND,Virginia,22520,3,Listing Date,2/21/1990,37.15,No,VAD042916361,Final,No,www.epa.gov/superfund/arrowhead
1219,VAD990710410,"Atlantic Wood Industries, Inc.",Portsmouth,PORTSMOUTH CITY,Virginia,23704,3,Listing Date,2/21/1990,37.14,No,VAD990710410,Final,No,www.epa.gov/superfund/atlanticwood
1220,VAD070358684,"Avtex Fibers, Inc.",Front Royal,WARREN,Virginia,22630,3,Listing Date,6/10/1986,35.39,No,VAD070358684,Final,No,www.epa.gov/superfund/avtex
1221,VAD089027973,Buckingham County Landfill,Buckingham,BUCKINGHAM,Virginia,23936,3,Listing Date,10/4/1989,40.7,No,VAD089027973,Final,No,www.epa.gov/superfund/buckingham
1222,VAD049957913,"C & R Battery Co., Inc.",Chesterfield County,CHESTERFIELD,Virginia,23237,3,Listing Date,7/22/1987,46.44,No,VAD049957913,Final,No,www.epa.gov/superfund/crbattery
1223,VAD980712913,Chisman Creek,York County,YORK,Virginia,23692,3,Listing Date,9/8/1983,47.19,No,VAD980712913,Final,No,www.epa.gov/superfund/chismancreek
1224,VAD059165282,"Culpeper Wood Preservers, Inc.",Culpeper,CULPEPER,Virginia,22701,3,Listing Date,10/4/1989,45.91,No,VAD059165282,Final,No,www.epa.gov/superfund/culpeper
1225,VA3971520751,Defense General Supply Center (DLA),Chesterfield County,CHESTERFIELD,Virginia,23237,3,Listing Date,7/22/1987,33.85,Yes,VA3971520751,Final,No,www.epa.gov/superfund/defensegeneralsupplycenter
1226,VAD980554984,First Piedmont Corp. Rock Quarry (Route 719),Pittsylvania County,PITTSYLVANIA,Virginia,24531,3,Listing Date,7/22/1987,30.16,No,VAD980554984,Final,No,www.epa.gov/superfund/firstpiedmont
1227,VAD123933426,Former Nansemond Ordnance Depot,Suffolk,SUFFOLK CITY,Virginia,23435,3,Listing Date,7/22/1999,70.71,No,VAD123933426,Final,No,www.epa.gov/superfund/nansemond
1228,VA6210020321,Fort Eustis (US Army),Newport News,NEWPORT NEWS CITY,Virginia,23604,3,Listing Date,12/16/1994,50.0,Yes,VA6210020321,Final,No,www.epa.gov/superfund/fteustis
1229,VAD003125374,Greenwood Chemical Co.,Newtown,ALBEMARLE,Virginia,22943,3,Listing Date,7/22/1987,53.17,No,VAD003125374,Final,No,www.epa.gov/superfund/greenwood
1230,VAD980539878,"H & H Inc., Burn Pit",Farrington,HANOVER,Virginia,23192,3,Listing Date,3/31/1989,33.71,No,VAD980539878,Final,No,www.epa.gov/superfund/hhburnpit
1231,VAD980829030,Hidden Lane Landfill,Sterling,LOUDOUN,Virginia,20165,3,Listing Date,3/19/2008,50.0,No,VAD980829030,Final,No,www.epa.gov/superfund/hiddenlane
1232,VAD077923449,Kim-Stan Landfill,Selma,ALLEGHANY,Virginia,24474,3,Listing Date,7/22/1999,50.0,No,VAD077923449,Final,No,www.epa.gov/superfund/kimstan
1233,VAD007972482,L.A. Clarke & Son,Spotsylvania County,SPOTSYLVANIA,Virginia,22553,3,Listing Date,6/10/1986,34.24,No,VAD007972482,Final,No,www.epa.gov/superfund/laclarke
1234,VA2800005033,Langley Air Force Base/NASA Langley Research Center,Hampton,HAMPTON CITY,Virginia,23665,3,Listing Date,5/31/1994,50.0,Yes,VA2800005033,Final,No,www.epa.gov/superfund/langleyafb
1235,VA1170024722,Marine Corps Combat Development Command,Quantico,PRINCE WILLIAM,Virginia,22134,3,Listing Date,5/31/1994,50.0,Yes,VA1170024722,Final,No,www.epa.gov/superfund/marinecorpscombatdevelopmentcomand
1236,VA5170022482,Naval Amphibious Base Little Creek,Virginia Beach,VIRGINIA BEACH CITY,Virginia,23455,3,Listing Date,5/10/1999,50.0,Yes,VA5170022482,Final,No,www.epa.gov/superfund/navalamphibiousbase
1237,VA7170024684,Naval Surface Warfare - Dahlgren,Dahlgren,KING GEORGE,Virginia,22448,3,Listing Date,10/14/1992,50.03,Yes,VA7170024684,Final,No,www.epa.gov/superfund/navalsurfacewarfarecenter
1238,VA8170024170,Naval Weapons Station - Yorktown,Yorktown,YORK,Virginia,23690,3,Listing Date,10/14/1992,50.0,Yes,VA8170024170,Final,No,www.epa.gov/superfund/navalweaponsstationyorktown
1239,VA3170024605,Naval Weapons Station Yorktown - Cheatham Annex,Williamsburg,YORK,Virginia,23185,3,Listing Date,12/1/2000,49.27,Yes,VA3170024605,Final,No,www.epa.gov/superfund/navalweaponsstationyorktown-cheathamannex
1240,VA6170061463,Norfolk Naval Base (Sewells Point Naval Complex),Norfolk,NORFOLK CITY,Virginia,23511,3,Listing Date,4/1/1997,50.0,Yes,VA6170061463,Final,No,www.epa.gov/superfund/norfolknavalbase
1241,VA1170024813,Norfolk Naval Shipyard,Portsmouth,PORTSMOUTH CITY,Virginia,23709,3,Listing Date,7/22/1999,50.0,Yes,VA1170024813,Final,No,www.epa.gov/superfund/norfolknavalshipyard
1242,VAN000306115,Peck Iron and Metal,Portsmouth,PORTSMOUTH CITY,Virginia,23704,3,Listing Date,11/4/2009,48.52,No,VAN000306115,Final,No,www.epa.gov/superfund/peck
1243,VAD071040752,"Rentokil, Inc. (Virginia Wood Preserving Division)",Richmond,HENRICO,Virginia,23228,3,Listing Date,3/31/1989,30.34,No,VAD071040752,Final,No,www.epa.gov/superfund/rentokil
1244,VAD003127578,Saltville Waste Disposal Ponds,Saltville,SMYTH,Virginia,24370,3,Listing Date,9/8/1983,29.52,No,VAD003127578,Final,No,www.epa.gov/superfund/saltville
1245,VAD003117389,Saunders Supply Co.,Chuckatuck,SUFFOLK CITY,Virginia,23432,3,Listing Date,10/4/1989,36.88,No,VAD003117389,Final,No,www.epa.gov/superfund/saunders
1246,VA5170000181,St. Juliens Creek Annex (U.S. Navy),Chesapeake,CHESAPEAKE CITY,Virginia,23323,3,Listing Date,7/27/2000,50.0,Yes,VA5170000181,Final,No,www.epa.gov/superfund/stjulienscreekannex
1247,VAD980705404,U.S. Titanium,Piney River,NELSON,Virginia,22964,3,Listing Date,9/8/1983,34.78,No,VAD980705404,Final,No,www.epa.gov/superfund/ustitanium
1248,WAD057311094,American Crossarm & Conduit Co.,Chehalis,LEWIS,Washington,98532,10,Listing Date,10/4/1989,30.44,No,WAD057311094,Final,No,www.epa.gov/superfund/american-crossarm
1249,WAD980833065,American Lake Gardens/McChord AFB,Tacoma,PIERCE,Washington,98438,10,Listing Date,9/21/1984,28.9,Yes,WAD980833065,Final,No,www.epa.gov/superfund/american-lake-gardens
1250,WA5170027291,Bangor Naval Submarine Base,Silverdale,KITSAP,Washington,98315,10,Listing Date,8/30/1990,55.91,Yes,WA5170027291,Final,No,www.epa.gov/superfund/bangor-submarine
1251,WA7170027265,Bangor Ordnance Disposal (USNAVY),Bremerton,KITSAP,Washington,98315,10,Listing Date,7/22/1987,30.42,Yes,WA7170027265,Final,No,www.epa.gov/superfund/bangor-ordnance
1252,WAD009624453,Boomsnub/Airco,Vancouver,CLARK,Washington,98661,10,Listing Date,4/25/1995,,No,WAD009624453,Final,No,www.epa.gov/superfund/boomsnub-airco
1253,WAN001002907,Bremerton Gasworks,Bremerton,KITSAP,Washington,98337,10,Listing Date,5/10/2012,50.0,No,WAN001002907,Final,No,www.epa.gov/superfund/bremerton-gasworks
1254,WAD980836662,Centralia Municipal Landfill,Centralia,LEWIS,Washington,98531,10,Listing Date,8/30/1990,36.36,No,WAD980836662,Final,No,www.epa.gov/superfund/centralia-landfill
1255,WAD980514541,Colbert Landfill,Spokane,SPOKANE,Washington,99005,10,Listing Date,9/8/1983,41.59,No,WAD980514541,Final,No,www.epa.gov/superfund/colbert-landfill
1256,WAD980726368,"Commencement Bay, Near Shore/Tide Flats",Pierce County,PIERCE,Washington,98421,10,Listing Date,9/8/1983,42.2,No,WAD980726368,Final,No,www.epa.gov/superfund/commencement-bay
1257,WAD980726301,"Commencement Bay, South Tacoma Channel",Tacoma,PIERCE,Washington,98402,10,Listing Date,9/8/1983,54.63,No,WAD980726301,Final,No,www.epa.gov/superfund/commencement-bay-stc
1258,WA9571924647,Fairchild Air Force Base (4 Waste Areas),Spokane County,SPOKANE,Washington,99011,10,Listing Date,3/13/1989,31.98,Yes,WA9571924647,Final,No,www.epa.gov/superfund/fairchild-afb
1259,WAD000643577,FMC Corp. (Yakima),Yakima,YAKIMA,Washington,98903,10,Listing Date,9/8/1983,38.8,No,WAD000643577,Final,No,www.epa.gov/superfund/fmc-yakima
1260,WA7210090067,Fort Lewis Logistics Center,Tillicum,PIERCE,Washington,98433,10,Listing Date,11/21/1989,35.48,Yes,WA7210090067,Final,No,www.epa.gov/superfund/fort-lewis-logistics
1261,WAD001865450,General Electric Co. (Spokane Shop),Spokane,SPOKANE,Washington,99211,10,Listing Date,10/4/1989,57.8,No,WAD001865450,Final,No,www.epa.gov/superfund/ge-spokane
1262,WAN001003081,Grain Handling Facility at Freeman,Freeman,SPOKANE,Washington,99030,10,Listing Date,9/30/2015,50.0,No,WAN001003081,Final,No,www.epa.gov/superfund/freeman-ground-water
1263,WAD980514608,Greenacres Landfill,Spokane County,SPOKANE,Washington,99019,10,Listing Date,9/21/1984,28.9,No,WAD980514608,Final,No,www.epa.gov/superfund/greenacres-landfill
1264,WASFN1002174,Hamilton/Labree Roads Ground Water Contamination,Chehalis,LEWIS,Washington,98532,10,Listing Date,7/27/2000,37.65,No,WASFN1002174,Final,No,www.epa.gov/superfund/hamilton-labree
1265,WA3890090076,Hanford 100-Area (USDOE),Benton County,BENTON,Washington,99352,10,Listing Date,10/4/1989,46.38,Yes,WA3890090076,Final,No,www.epa.gov/superfund/hanford-100
1266,WA1890090078,Hanford 200-Area (USDOE),Benton County,BENTON,Washington,99352,10,Listing Date,10/4/1989,69.05,Yes,WA1890090078,Final,No,www.epa.gov/superfund/hanford-200
1267,WA2890090077,Hanford 300-Area (USDOE),Benton County,BENTON,Washington,99352,10,Listing Date,10/4/1989,65.23,Yes,WA2890090077,Final,No,www.epa.gov/superfund/hanford-300
1268,WAD980722839,Harbor Island (Lead),Seattle,KING,Washington,98134,10,Listing Date,9/8/1983,34.6,No,WAD980722839,Final,No,www.epa.gov/superfund/harbor-island
1269,WAD980511539,Hidden Valley Landfill (Thun Field),Pierce County,PIERCE,Washington,98371,10,Listing Date,3/31/1989,37.93,No,WAD980511539,Final,No,www.epa.gov/superfund/hidden-valley-landfill
1270,WA3170090044,Jackson Park Housing Complex (USNAVY),Kitsap County,KITSAP,Washington,98312,10,Listing Date,5/31/1994,50.0,Yes,WA3170090044,Final,No,www.epa.gov/superfund/jackson-park
1271,WAD000065508,Kaiser Aluminum (Mead Works),Mead,SPOKANE,Washington,99207,10,Listing Date,9/8/1983,38.07,No,WAD000065508,Final,No,www.epa.gov/superfund/kaiser-mead
